f1,f2
3.999248158,3.53E-08
4.269E-07,4.00261398
0.795311579,1.228101848
2.457823853,0.186844532
2.977479227,0.075329733
0.256812351,2.229746093
0.099773775,2.836294295
0.020224174,3.451377288
0.533751556,1.611419457
1.368094684,0.689471495
1.659508523,0.506632009
0.000247377,3.937334492
0.038815192,3.25075233
1.032102526,0.968404651
2.076044662,0.312650298
2.145683409,0.286422829
1.288251008,0.748205179
1.032102526,0.968404651
1.754971816,0.455957846
3.329391225,0.030743433
0.277314106,2.170889244
0.385419648,1.902132639
3.713171638,0.005334963
0.396882468,1.876938125
0.514618877,1.645141218
4.000165756,1.70E-09
3.11E-08,3.999294231
1.448013368,0.634676284
0.512222777,1.649433152
0.116528066,2.751079767
3.502424893,0.016518249
0.037261266,3.265134171
2.689210742,0.129685464
0.269662817,2.192500072
3.996641695,7.05E-07
1.720628347,0.473719395
2.24075095,0.253095716
3.031590426,0.06700524
2.359509057,0.215231645
1.758643062,0.454089453
0.185939934,2.461109816
0.003737236,3.7592055
2.025586689,0.332662394
1.9730029,0.354458035
0.412741469,1.84294313
3.212309235,0.043142773
0.01708831,3.494199256
0.31493856,2.07016308
0.173050897,2.509075431
0.002229912,3.813342142
3.999880676,9.00E-10
1.03E-08,3.999594755
0.056454072,3.106051443
3.704343843,0.00567503
0.56001997,1.566640689
0.011081539,3.590005987
0.888814019,1.117736679
2.624946681,0.144271801
0.32702077,2.039591576
0.536618106,1.606449221
3.163324602,0.049029582
3.16425258,0.048914128
0.307092114,2.090456414
0.18550768,2.46268358
0.970145178,1.030307256
2.578680764,0.155372253
1.194930242,0.822415648
1.156550277,0.854829176
2.247668661,0.250777919
0.001317087,3.856150344
1.95825914,0.360746635
1.412931379,0.658259775
1.635923734,0.519794363
1.716035316,0.476134071
2.208850989,0.263969508
3.99979709,2.60E-09
0,3.999975627
0.306324966,2.092459691
0.054512648,3.1205949
2.178091479,0.274748048
0.188472796,2.451934648
0.007276277,3.666071901
1.120540414,0.886317153
1.699682533,0.484807604
1.965986104,0.357441046
3.512349011,0.015844214
1.41546473,0.656532531
0.644598587,1.433122698
2.522297012,0.169600562
1.41546473,0.656532531
0.450254547,1.766214169
3.095233213,0.057923258
1.081484083,0.921707007
2.729863176,0.120944141
0.479004523,1.710598417
1.788070634,0.439320299
0.893971423,1.111968942
0.678458787,1.383714398
0.005432528,3.710609782
3.342264276,0.029520029
